C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\center_2022_11_22_21_33_53_765.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\left_2022_11_22_21_33_53_765.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\right_2022_11_22_21_33_53_765.jpg, 0, 0, 0, 7.878435E-05
C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\center_2022_11_22_21_33_53_865.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\left_2022_11_22_21_33_53_865.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\right_2022_11_22_21_33_53_865.jpg, 0, 0, 0, 7.83553E-05
C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\center_2022_11_22_21_33_53_975.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\left_2022_11_22_21_33_53_975.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\right_2022_11_22_21_33_53_975.jpg, 0, 0, 0, 7.819926E-05
C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\center_2022_11_22_21_33_54_083.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\left_2022_11_22_21_33_54_083.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\right_2022_11_22_21_33_54_083.jpg, 0, 0, 0, 7.873009E-05
C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\center_2022_11_22_21_33_54_192.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\left_2022_11_22_21_33_54_192.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\right_2022_11_22_21_33_54_192.jpg, 0, 0, 0, 7.840835E-05
C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\center_2022_11_22_21_33_54_295.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\left_2022_11_22_21_33_54_295.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\right_2022_11_22_21_33_54_295.jpg, 0, 0, 0, 7.789015E-05
C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\center_2022_11_22_21_33_54_399.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\left_2022_11_22_21_33_54_399.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\right_2022_11_22_21_33_54_399.jpg, 0, 0, 0, 7.825172E-05
C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\center_2022_11_22_21_33_54_502.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\left_2022_11_22_21_33_54_502.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\right_2022_11_22_21_33_54_502.jpg, 0, 0, 0, 7.818484E-05
C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\center_2022_11_22_21_33_54_603.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\left_2022_11_22_21_33_54_603.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\right_2022_11_22_21_33_54_603.jpg, 0, 0, 0, 7.809425E-05
C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\center_2022_11_22_21_33_54_711.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\left_2022_11_22_21_33_54_711.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\right_2022_11_22_21_33_54_711.jpg, 0, 0, 0, 7.806122E-05
C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\center_2022_11_22_21_33_54_816.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\left_2022_11_22_21_33_54_816.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\right_2022_11_22_21_33_54_816.jpg, 0, 0, 0, 7.805801E-05
C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\center_2022_11_22_21_33_54_919.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\left_2022_11_22_21_33_54_919.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\right_2022_11_22_21_33_54_919.jpg, 0, 0, 0, 8.085275E-05
C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\center_2022_11_22_21_33_55_023.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\left_2022_11_22_21_33_55_023.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\right_2022_11_22_21_33_55_023.jpg, 0, 0, 0, 7.969686E-05
C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\center_2022_11_22_21_33_55_129.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\left_2022_11_22_21_33_55_129.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\right_2022_11_22_21_33_55_129.jpg, 0, 0, 0, 7.811908E-05
C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\center_2022_11_22_21_33_55_233.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\left_2022_11_22_21_33_55_233.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\right_2022_11_22_21_33_55_233.jpg, 0, 0, 0, 7.845354E-05
C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\center_2022_11_22_21_33_55_337.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\left_2022_11_22_21_33_55_337.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\right_2022_11_22_21_33_55_337.jpg, 0, 0, 0, 7.854711E-05
C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\center_2022_11_22_21_33_55_442.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\left_2022_11_22_21_33_55_442.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\right_2022_11_22_21_33_55_442.jpg, 0, 0, 0, 7.853426E-05
C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\center_2022_11_22_21_33_55_548.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\left_2022_11_22_21_33_55_548.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\right_2022_11_22_21_33_55_548.jpg, 0, 0, 0, 7.737954E-05
C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\center_2022_11_22_21_33_55_654.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\left_2022_11_22_21_33_55_654.jpg, C:\Users\SOUMYADITYA SINHA\Desktop\Data\IMG\right_2022_11_22_21_33_55_654.jpg, 0, 0, 0, 8.211305E-05
